Component ID,Component Name,Parent Component ID,Quantity,Level (Hierarchy Level),Assembly Type,Criticality Level (High/Medium/Low),Supplier ID,Lead Time (Weeks)
COMP0080,Inductor-7126,COMP0182,166,3,PCB Assembly,Low,SUPP071,15
COMP0458,Transistor-9199,COMP0348,144,4,Raw Part,High,SUPP012,32
COMP0342,Connector-2874,COMP0323,112,4,Module,Low,SUPP069,17
COMP0400,LED-9779,COMP0103,84,3,Raw Part,Medium,SUPP019,14
COMP0497,LED-3594,COMP0354,40,4,Sub-assembly,High,SUPP092,33
COMP0009,Diode-9279,COMP0387,156,3,Sub-assembly,Low,SUPP045,36
COMP0344,Connector-5198,COMP0290,40,4,PCB Assembly,Medium,SUPP088,41
COMP0441,LED-8699,COMP0376,91,2,Raw Part,Medium,SUPP080,22
COMP0109,Resistor-6413,COMP0026,100,3,Sub-assembly,Low,SUPP093,31
COMP0443,Diode-5720,COMP0035,166,4,Sub-assembly,High,SUPP051,44
COMP0407,Transistor-4727,COMP0054,61,3,Sub-assembly,Medium,SUPP030,36
COMP0487,Resistor-4073,COMP0063,168,2,Raw Part,High,SUPP085,5
COMP0113,Diode-9834,COMP0090,103,4,PCB Assembly,Medium,SUPP037,43
COMP0205,Crystal-2684,COMP0425,185,2,Raw Part,Medium,SUPP009,21
COMP0375,Connector-6325,COMP0244,12,2,Raw Part,Medium,SUPP010,52
COMP0090,Capacitor-9727,COMP0338,18,4,Raw Part,Medium,SUPP093,18
COMP0037,Crystal-5374,ROOT,197,1,Module,Medium,SUPP055,18
COMP0009,Diode-9279,COMP0344,24,3,Raw Part,Medium,SUPP028,38
COMP0165,Crystal-5915,COMP0255,92,3,PCB Assembly,High,SUPP001,52
COMP0071,Capacitor-5808,ROOT,44,1,Raw Part,High,SUPP002,5
COMP0319,LED-3704,COMP0255,25,4,Sub-assembly,Medium,SUPP020,20
COMP0038,LED-2169,COMP0293,63,4,PCB Assembly,Medium,SUPP080,26
COMP0237,Resistor-9518,COMP0332,117,3,Raw Part,Medium,SUPP067,31
COMP0111,Diode-5562,ROOT,110,1,Raw Part,Medium,SUPP011,52
COMP0309,Connector-1096,COMP0095,34,4,Raw Part,Medium,SUPP098,2
COMP0236,LED-8144,COMP0357,148,4,Cable Assembly,Medium,SUPP061,42
COMP0279,Connector-1822,COMP0122,164,3,Module,Low,SUPP088,37
COMP0461,MOSFET-1653,COMP0355,80,4,Sub-assembly,Medium,SUPP081,50
COMP0196,Capacitor-2232,COMP0097,8,2,Cable Assembly,Medium,SUPP075,41
COMP0172,Microcontroller-2127,COMP0064,38,2,Sub-assembly,High,SUPP009,23
COMP0432,Transistor-8025,ROOT,90,1,Raw Part,Medium,SUPP037,37
COMP0328,Microcontroller-4467,COMP0472,73,3,Raw Part,Low,SUPP001,9
COMP0216,Connector-4644,COMP0238,102,4,Raw Part,Medium,SUPP098,28
COMP0255,Transistor-4443,COMP0294,115,3,Raw Part,Low,SUPP012,27
COMP0418,Connector-8843,COMP0456,89,2,Raw Part,Low,SUPP033,22
COMP0017,Microcontroller-5552,ROOT,63,1,Raw Part,Medium,SUPP061,13
COMP0020,Capacitor-7224,COMP0198,70,3,Raw Part,Medium,SUPP060,29
COMP0041,Inductor-8573,COMP0326,145,2,PCB Assembly,High,SUPP090,25
COMP0115,Diode-8749,COMP0026,178,2,Raw Part,Medium,SUPP002,12
COMP0189,Capacitor-7939,COMP0083,136,3,Sub-assembly,Medium,SUPP027,28
COMP0154,MOSFET-2113,COMP0041,81,2,Raw Part,Low,SUPP080,36
COMP0431,Connector-8253,COMP0172,157,3,Raw Part,Low,SUPP053,43
COMP0223,Transistor-6753,COMP0498,85,2,PCB Assembly,Low,SUPP038,48
COMP0114,Inductor-8744,COMP0132,19,2,PCB Assembly,Medium,SUPP016,26
COMP0292,Crystal-4919,COMP0302,63,4,PCB Assembly,Medium,SUPP091,17
COMP0142,Transistor-7930,COMP0146,58,3,Raw Part,Medium,SUPP053,17
COMP0009,Diode-9279,COMP0347,169,3,PCB Assembly,High,SUPP029,4
COMP0304,Sensor-8633,COMP0216,33,2,Raw Part,Medium,SUPP028,37
COMP0343,MOSFET-4571,COMP0329,198,4,Module,Medium,SUPP035,7
COMP0128,Inductor-7912,COMP0496,3,2,Cable Assembly,Low,SUPP058,9
COMP0032,Diode-2654,COMP0059,123,3,PCB Assembly,Medium,SUPP039,34
COMP0179,Crystal-2697,COMP0323,182,2,PCB Assembly,Medium,SUPP061,52
COMP0300,LED-3503,COMP0399,33,2,Sub-assembly,High,SUPP039,18
COMP0291,Sensor-8939,COMP0156,98,3,Module,High,SUPP079,15
COMP0291,Sensor-8939,ROOT,8,1,Sub-assembly,Low,SUPP046,7
COMP0070,Transistor-6573,COMP0105,188,4,Module,Medium,SUPP051,23
COMP0271,Crystal-4185,COMP0201,49,3,Raw Part,Medium,SUPP087,31
COMP0494,Connector-8941,ROOT,111,1,Cable Assembly,High,SUPP074,40
COMP0112,Crystal-8953,COMP0134,181,4,Raw Part,Medium,SUPP034,45
COMP0168,Connector-2638,COMP0114,22,3,Sub-assembly,Low,SUPP071,24
COMP0025,IC-2291,COMP0152,47,4,Sub-assembly,Medium,SUPP086,48
COMP0070,Transistor-6573,ROOT,64,1,Sub-assembly,Medium,SUPP024,17
COMP0209,Inductor-7755,COMP0056,5,2,Raw Part,Medium,SUPP092,38
COMP0213,Transistor-3608,COMP0355,173,3,PCB Assembly,Medium,SUPP070,2
COMP0017,Microcontroller-5552,COMP0462,167,3,Raw Part,Low,SUPP019,37
COMP0441,LED-8699,COMP0386,150,2,Cable Assembly,High,SUPP084,6
COMP0332,Transistor-2341,COMP0250,113,3,Module,High,SUPP034,13
COMP0020,Capacitor-7224,COMP0431,82,2,Sub-assembly,Medium,SUPP047,4
COMP0084,Connector-1319,COMP0287,157,2,Module,Medium,SUPP044,12
COMP0230,MOSFET-8119,COMP0374,193,4,Module,High,SUPP026,9
COMP0267,Inductor-1400,COMP0320,60,4,Sub-assembly,High,SUPP043,26
COMP0294,Capacitor-5681,COMP0111,53,4,Module,Medium,SUPP029,13
COMP0130,Connector-5092,COMP0226,18,3,PCB Assembly,High,SUPP055,51
COMP0234,MOSFET-4114,COMP0418,3,3,Raw Part,Medium,SUPP100,31
COMP0313,MOSFET-4613,COMP0385,81,3,Sub-assembly,Low,SUPP023,18
COMP0329,Connector-6355,COMP0029,21,3,Module,High,SUPP030,48
COMP0298,Inductor-3471,COMP0133,125,3,Sub-assembly,High,SUPP035,46
COMP0470,Transistor-3973,COMP0068,12,4,Sub-assembly,Medium,SUPP009,52
COMP0298,Inductor-3471,COMP0409,198,4,Sub-assembly,Medium,SUPP021,11
COMP0339,Diode-1333,COMP0150,14,4,Module,High,SUPP093,27
COMP0470,Transistor-3973,COMP0339,140,4,Raw Part,Low,SUPP014,31
COMP0329,Connector-6355,COMP0254,83,3,PCB Assembly,Medium,SUPP080,51
COMP0427,Capacitor-5066,COMP0442,47,3,Module,High,SUPP047,41
COMP0278,LED-9486,COMP0447,113,2,Sub-assembly,Medium,SUPP081,10
COMP0174,Transistor-3584,COMP0477,17,3,Sub-assembly,Medium,SUPP006,52
COMP0490,Crystal-8242,COMP0353,88,3,Raw Part,Low,SUPP037,46
COMP0131,Capacitor-8260,COMP0372,190,4,Sub-assembly,Medium,SUPP032,41
COMP0097,LED-4295,COMP0394,20,3,PCB Assembly,High,SUPP011,6
COMP0025,IC-2291,COMP0235,132,2,Sub-assembly,Medium,SUPP089,36
COMP0213,Transistor-3608,COMP0381,158,4,Sub-assembly,Low,SUPP010,30
COMP0438,Inductor-2229,ROOT,125,1,Sub-assembly,High,SUPP081,15
COMP0307,IC-1320,COMP0054,151,2,Cable Assembly,Medium,SUPP089,23
COMP0092,Crystal-8787,COMP0377,196,3,Sub-assembly,High,SUPP023,10
COMP0464,Resistor-2496,COMP0199,192,3,Sub-assembly,Medium,SUPP059,12
COMP0084,Connector-1319,ROOT,75,1,Sub-assembly,High,SUPP023,25
COMP0348,Capacitor-1420,COMP0416,67,2,Raw Part,Medium,SUPP025,13
COMP0379,Transistor-5526,COMP0355,139,3,PCB Assembly,Medium,SUPP038,19
COMP0155,Crystal-4853,COMP0464,5,3,Raw Part,Low,SUPP064,33
COMP0307,IC-1320,COMP0170,4,3,Sub-assembly,High,SUPP022,1
COMP0441,LED-8699,COMP0350,97,3,PCB Assembly,Medium,SUPP010,40
COMP0393,Microcontroller-7971,COMP0098,175,4,Raw Part,Medium,SUPP090,12
COMP0204,Crystal-5088,COMP0337,54,3,Sub-assembly,Low,SUPP095,21
COMP0213,Transistor-3608,COMP0095,116,2,Module,Medium,SUPP022,11
COMP0467,MOSFET-1659,COMP0079,5,3,Raw Part,Low,SUPP045,35
COMP0043,Crystal-4598,COMP0310,35,2,Sub-assembly,Medium,SUPP093,11
COMP0078,Crystal-9317,COMP0060,19,3,Raw Part,Low,SUPP099,27
COMP0112,Crystal-8953,ROOT,152,1,Raw Part,Low,SUPP090,38
COMP0206,Microcontroller-7658,COMP0126,119,2,PCB Assembly,Low,SUPP083,27
COMP0089,Capacitor-8962,COMP0371,76,4,PCB Assembly,Low,SUPP006,28
COMP0194,Sensor-8007,ROOT,170,1,Sub-assembly,Medium,SUPP083,43
COMP0283,Crystal-9702,COMP0100,53,3,PCB Assembly,Medium,SUPP069,49
COMP0436,Transistor-2330,ROOT,70,1,Raw Part,Low,SUPP029,46
COMP0439,Inductor-1043,COMP0420,165,2,Sub-assembly,Low,SUPP013,12
COMP0401,LED-4033,ROOT,192,1,Sub-assembly,Medium,SUPP015,46
COMP0191,Resistor-6464,COMP0446,112,3,Raw Part,Medium,SUPP052,20
COMP0458,Transistor-9199,ROOT,196,1,Raw Part,Medium,SUPP034,36
COMP0276,Capacitor-7965,ROOT,80,1,Cable Assembly,Low,SUPP087,1
COMP0022,Microcontroller-5333,COMP0091,146,4,Module,Low,SUPP064,29
COMP0327,Transistor-7211,COMP0126,81,3,Raw Part,Low,SUPP050,41
COMP0206,Microcontroller-7658,COMP0446,103,2,PCB Assembly,Low,SUPP016,39
COMP0223,Transistor-6753,COMP0112,76,3,PCB Assembly,High,SUPP019,46
COMP0477,Inductor-6403,COMP0075,46,3,Sub-assembly,High,SUPP040,45
COMP0033,IC-5554,ROOT,42,1,Raw Part,Medium,SUPP015,19
COMP0376,Inductor-8988,COMP0262,146,3,PCB Assembly,Low,SUPP015,6
COMP0242,Crystal-3041,COMP0229,40,4,PCB Assembly,Medium,SUPP079,39
COMP0314,Connector-4595,COMP0354,135,2,Sub-assembly,High,SUPP090,13
COMP0057,Microcontroller-4593,COMP0011,15,3,Sub-assembly,Medium,SUPP053,2
COMP0378,Transistor-6576,COMP0087,181,3,Sub-assembly,High,SUPP026,48
COMP0083,MOSFET-6310,COMP0100,140,3,Raw Part,Low,SUPP001,21
COMP0324,Capacitor-8022,ROOT,46,1,Sub-assembly,Low,SUPP031,36
COMP0364,IC-3885,ROOT,91,1,Raw Part,High,SUPP054,52
COMP0316,Connector-1475,COMP0399,145,2,PCB Assembly,High,SUPP058,26
COMP0274,Diode-3417,COMP0084,118,3,PCB Assembly,Low,SUPP030,12
COMP0433,Transistor-1986,COMP0456,53,3,Module,Medium,SUPP050,44
COMP0405,MOSFET-5636,COMP0105,55,4,PCB Assembly,Medium,SUPP096,6
COMP0259,Sensor-8752,COMP0059,162,3,Cable Assembly,Low,SUPP097,50
COMP0207,MOSFET-3532,COMP0233,27,2,Sub-assembly,Medium,SUPP100,7
COMP0001,Crystal-2824,COMP0098,40,4,PCB Assembly,Low,SUPP026,15
COMP0368,Connector-8616,COMP0051,173,3,Raw Part,Medium,SUPP029,23
COMP0460,Connector-2317,COMP0378,154,2,PCB Assembly,High,SUPP062,21
COMP0363,LED-3506,COMP0377,180,4,Sub-assembly,Low,SUPP062,32
COMP0198,Sensor-1590,COMP0023,109,2,PCB Assembly,Low,SUPP075,11
COMP0004,Inductor-2679,COMP0479,138,3,Raw Part,Low,SUPP035,16
COMP0395,Microcontroller-8434,ROOT,33,1,Raw Part,Medium,SUPP053,8
COMP0236,LED-8144,COMP0356,29,4,Raw Part,Medium,SUPP075,35
COMP0330,Microcontroller-7211,COMP0355,77,2,Raw Part,Medium,SUPP095,44
COMP0009,Diode-9279,COMP0421,188,4,Sub-assembly,Medium,SUPP048,45
COMP0489,MOSFET-9167,COMP0274,99,4,PCB Assembly,Medium,SUPP046,37
COMP0425,Inductor-3444,COMP0166,115,2,Sub-assembly,Medium,SUPP076,37
COMP0457,LED-7594,COMP0176,84,4,Sub-assembly,Medium,SUPP056,41
COMP0326,Inductor-1823,ROOT,114,1,PCB Assembly,Low,SUPP075,39
COMP0012,LED-9928,COMP0322,122,3,Sub-assembly,Medium,SUPP055,38
COMP0156,IC-2964,ROOT,113,1,Raw Part,Medium,SUPP003,36
COMP0002,Resistor-5506,COMP0305,118,3,Raw Part,Medium,SUPP033,36
COMP0181,Capacitor-2753,COMP0436,147,3,Sub-assembly,Medium,SUPP066,13
COMP0411,Inductor-5494,COMP0259,78,3,Sub-assembly,Medium,SUPP037,30
COMP0266,Diode-4262,COMP0176,53,4,Raw Part,Medium,SUPP069,7
COMP0195,Sensor-1158,COMP0300,137,2,Sub-assembly,Medium,SUPP002,51
COMP0310,Microcontroller-5892,COMP0328,132,2,PCB Assembly,Low,SUPP042,11
COMP0061,Inductor-3621,COMP0017,42,4,Raw Part,Low,SUPP006,26
COMP0205,Crystal-2684,COMP0309,16,2,Sub-assembly,Medium,SUPP035,35
COMP0427,Capacitor-5066,COMP0267,27,2,PCB Assembly,High,SUPP070,37
COMP0285,Connector-9270,COMP0341,11,2,Raw Part,Medium,SUPP070,36
COMP0122,Crystal-2612,COMP0378,122,3,Sub-assembly,Low,SUPP014,36
COMP0178,Resistor-5905,COMP0444,61,3,Sub-assembly,Low,SUPP058,51
COMP0190,Transistor-1722,COMP0025,1,4,Sub-assembly,Medium,SUPP093,25
COMP0390,LED-4986,COMP0053,152,3,Module,Low,SUPP046,42
COMP0105,MOSFET-4608,ROOT,92,1,Raw Part,High,SUPP034,50
COMP0290,Diode-5543,COMP0225,139,2,PCB Assembly,Low,SUPP038,28
COMP0230,MOSFET-8119,COMP0258,195,3,Raw Part,Low,SUPP003,42
COMP0061,Inductor-3621,COMP0083,107,3,Module,Low,SUPP004,8
COMP0324,Capacitor-8022,COMP0219,96,4,Module,High,SUPP030,18
COMP0471,MOSFET-8141,COMP0487,65,2,Sub-assembly,Medium,SUPP006,26
COMP0248,Sensor-3085,COMP0176,109,2,Raw Part,Low,SUPP048,11
COMP0155,Crystal-4853,COMP0194,37,4,PCB Assembly,High,SUPP042,23
COMP0313,MOSFET-4613,COMP0447,123,3,Sub-assembly,Low,SUPP099,12
COMP0095,MOSFET-7932,COMP0093,32,4,Raw Part,Medium,SUPP028,41
COMP0332,Transistor-2341,COMP0226,8,3,Sub-assembly,Medium,SUPP050,20
COMP0278,LED-9486,COMP0403,84,2,Raw Part,Medium,SUPP056,21
COMP0088,MOSFET-2290,COMP0422,60,2,Raw Part,Medium,SUPP063,6
COMP0497,LED-3594,COMP0171,187,2,Raw Part,High,SUPP090,39
COMP0029,LED-2139,ROOT,64,1,Raw Part,Medium,SUPP012,5
COMP0476,Crystal-2713,COMP0242,61,3,Module,Medium,SUPP082,30
COMP0254,Resistor-5978,COMP0396,70,2,Raw Part,Medium,SUPP032,40
COMP0178,Resistor-5905,COMP0365,173,3,Raw Part,Medium,SUPP024,38
COMP0343,MOSFET-4571,COMP0349,89,2,Sub-assembly,Low,SUPP013,26
COMP0060,Resistor-2796,COMP0168,126,4,Raw Part,High,SUPP009,4
COMP0173,Diode-7054,COMP0271,164,4,Sub-assembly,Medium,SUPP012,17
COMP0230,MOSFET-8119,COMP0138,121,3,Sub-assembly,Medium,SUPP028,23
COMP0396,Transistor-6023,COMP0225,136,2,PCB Assembly,Low,SUPP038,8
COMP0427,Capacitor-5066,COMP0237,31,4,Raw Part,Medium,SUPP074,30
COMP0103,Capacitor-6539,COMP0434,155,2,Sub-assembly,Medium,SUPP063,33
COMP0274,Diode-3417,ROOT,50,1,Sub-assembly,Medium,SUPP011,51
COMP0036,Microcontroller-4432,COMP0123,165,3,Raw Part,Medium,SUPP024,28
COMP0480,Sensor-1601,ROOT,122,1,Raw Part,Low,SUPP072,5
COMP0181,Capacitor-2753,COMP0246,140,4,Raw Part,High,SUPP072,28
COMP0095,MOSFET-7932,COMP0033,81,2,Sub-assembly,Medium,SUPP040,27
COMP0168,Connector-2638,COMP0109,84,4,PCB Assembly,Medium,SUPP066,4
COMP0052,Inductor-5339,COMP0443,28,3,Raw Part,Medium,SUPP025,19
COMP0143,LED-8973,COMP0255,23,4,PCB Assembly,Medium,SUPP049,11
COMP0304,Sensor-8633,COMP0302,17,4,Cable Assembly,Medium,SUPP051,9
COMP0301,LED-4505,COMP0132,97,3,Raw Part,Medium,SUPP044,4
COMP0313,MOSFET-4613,COMP0300,8,3,PCB Assembly,High,SUPP069,39
COMP0284,Sensor-6198,COMP0117,148,3,Sub-assembly,Low,SUPP088,46
COMP0175,Connector-9900,COMP0361,22,2,Raw Part,Medium,SUPP067,19
COMP0464,Resistor-2496,COMP0334,76,2,Raw Part,Low,SUPP066,50
COMP0265,Crystal-6085,COMP0385,172,2,Raw Part,Medium,SUPP048,29
COMP0088,MOSFET-2290,COMP0449,95,3,PCB Assembly,Low,SUPP043,41
COMP0364,IC-3885,COMP0387,134,3,Sub-assembly,Medium,SUPP015,38
COMP0027,Crystal-6925,COMP0037,113,2,PCB Assembly,Medium,SUPP069,39
COMP0339,Diode-1333,COMP0434,162,4,PCB Assembly,Low,SUPP039,34
COMP0277,Diode-3881,COMP0312,116,2,Module,Medium,SUPP043,49
COMP0298,Inductor-3471,COMP0469,68,3,Module,Low,SUPP035,51
COMP0475,Microcontroller-6260,COMP0255,195,2,Module,Medium,SUPP051,34
COMP0054,LED-9830,COMP0372,56,2,Raw Part,Medium,SUPP065,22
COMP0386,Crystal-9041,COMP0275,30,3,PCB Assembly,Medium,SUPP079,32
COMP0428,Capacitor-7818,COMP0141,87,3,Raw Part,Low,SUPP003,48
COMP0408,Microcontroller-3939,COMP0470,185,3,Raw Part,Low,SUPP014,29
COMP0240,Capacitor-6409,COMP0190,81,3,Sub-assembly,Low,SUPP055,38
COMP0107,LED-1964,COMP0405,96,2,Sub-assembly,Low,SUPP041,48
COMP0259,Sensor-8752,COMP0011,194,3,PCB Assembly,Low,SUPP002,50
COMP0429,MOSFET-4697,COMP0100,33,3,PCB Assembly,High,SUPP096,8
COMP0063,MOSFET-2040,COMP0404,150,3,Sub-assembly,Medium,SUPP069,9
COMP0437,Inductor-4929,COMP0243,79,3,Sub-assembly,Low,SUPP045,8
COMP0125,Capacitor-5073,COMP0022,147,3,Sub-assembly,Medium,SUPP069,52
COMP0052,Inductor-5339,COMP0368,32,4,Sub-assembly,Medium,SUPP018,20
COMP0109,Resistor-6413,COMP0106,103,3,Sub-assembly,Medium,SUPP090,51
COMP0403,LED-8933,COMP0106,98,3,PCB Assembly,High,SUPP057,6
COMP0112,Crystal-8953,COMP0261,185,3,Raw Part,Medium,SUPP027,23
COMP0124,LED-6559,COMP0031,181,4,Sub-assembly,Medium,SUPP042,49
COMP0431,Connector-8253,COMP0047,94,4,Raw Part,Medium,SUPP086,16
COMP0045,Resistor-4752,COMP0441,99,3,PCB Assembly,Medium,SUPP063,37
COMP0096,Diode-9835,COMP0405,30,3,Sub-assembly,Medium,SUPP051,44
COMP0315,Transistor-8140,ROOT,35,1,PCB Assembly,Low,SUPP061,32
COMP0094,Transistor-9645,COMP0438,41,3,Raw Part,Medium,SUPP099,42
COMP0194,Sensor-8007,COMP0176,64,3,Sub-assembly,Medium,SUPP049,52
COMP0131,Capacitor-8260,COMP0419,181,2,PCB Assembly,High,SUPP014,40
COMP0357,Capacitor-9289,COMP0486,83,3,Raw Part,Medium,SUPP069,41
COMP0471,MOSFET-8141,COMP0425,68,2,Sub-assembly,Medium,SUPP016,3
COMP0097,LED-4295,COMP0280,1,3,Sub-assembly,Low,SUPP002,17
COMP0074,LED-5315,COMP0107,109,3,Sub-assembly,Low,SUPP014,17
COMP0325,Inductor-8564,COMP0139,117,2,Sub-assembly,Low,SUPP030,38
COMP0163,Diode-5351,COMP0475,6,4,Raw Part,Medium,SUPP006,27
COMP0254,Resistor-5978,COMP0356,194,3,Module,Medium,SUPP078,41
COMP0495,Capacitor-1472,COMP0002,146,3,Sub-assembly,Medium,SUPP098,18
COMP0481,Connector-2442,COMP0233,196,3,Sub-assembly,Medium,SUPP045,8
COMP0439,Inductor-1043,COMP0426,197,3,Raw Part,Low,SUPP059,9
COMP0434,MOSFET-2625,COMP0233,69,3,Module,High,SUPP055,52
COMP0284,Sensor-6198,COMP0062,28,4,PCB Assembly,Low,SUPP035,50
COMP0370,Microcontroller-5022,COMP0018,52,4,Raw Part,Medium,SUPP065,49
COMP0268,Resistor-5011,COMP0260,127,4,Sub-assembly,Medium,SUPP084,48
COMP0184,MOSFET-4450,COMP0114,188,4,Sub-assembly,Medium,SUPP098,31
COMP0231,Microcontroller-6139,ROOT,65,1,Sub-assembly,Low,SUPP078,1
COMP0319,LED-3704,COMP0483,90,4,Sub-assembly,Low,SUPP054,2
COMP0096,Diode-9835,COMP0203,35,3,Raw Part,Low,SUPP006,17
COMP0035,Inductor-7065,COMP0088,60,3,Module,Medium,SUPP093,42
COMP0183,Transistor-5616,COMP0069,2,3,Sub-assembly,Medium,SUPP003,4
COMP0363,LED-3506,COMP0354,152,3,PCB Assembly,Medium,SUPP073,14
COMP0082,Sensor-1009,COMP0400,62,2,PCB Assembly,Medium,SUPP008,40
COMP0248,Sensor-3085,COMP0159,26,3,Cable Assembly,Low,SUPP019,49
COMP0142,Transistor-7930,COMP0239,8,3,Raw Part,Low,SUPP061,10
COMP0382,Capacitor-4954,COMP0131,148,3,Raw Part,High,SUPP048,6
COMP0254,Resistor-5978,COMP0407,37,4,Sub-assembly,High,SUPP089,42
COMP0345,Microcontroller-3749,COMP0215,26,2,Sub-assembly,Low,SUPP007,3
COMP0099,IC-7118,COMP0270,111,2,Sub-assembly,Medium,SUPP007,31
COMP0007,Resistor-1488,COMP0205,115,2,PCB Assembly,High,SUPP020,50
COMP0018,Inductor-4527,ROOT,86,1,PCB Assembly,Medium,SUPP054,47
COMP0070,Transistor-6573,ROOT,93,1,Sub-assembly,Low,SUPP075,2
COMP0006,Capacitor-7912,COMP0244,155,3,Raw Part,High,SUPP064,16
COMP0070,Transistor-6573,COMP0409,145,3,Cable Assembly,High,SUPP060,14
COMP0316,Connector-1475,COMP0098,193,3,PCB Assembly,Medium,SUPP022,11
COMP0048,Capacitor-4456,COMP0277,98,2,Raw Part,Low,SUPP061,5
COMP0336,Diode-2124,COMP0073,48,3,Sub-assembly,Low,SUPP033,21
COMP0446,Capacitor-4824,COMP0397,72,4,PCB Assembly,Low,SUPP064,8
COMP0292,Crystal-4919,COMP0414,18,2,Raw Part,High,SUPP033,20
COMP0126,Diode-4116,COMP0075,58,3,PCB Assembly,Medium,SUPP017,12
COMP0185,LED-6617,COMP0332,102,2,Sub-assembly,Medium,SUPP028,38
COMP0139,Inductor-7209,COMP0073,188,4,Module,Medium,SUPP003,38
COMP0140,Resistor-7396,COMP0422,115,2,PCB Assembly,Medium,SUPP024,25
COMP0316,Connector-1475,ROOT,173,1,Sub-assembly,Medium,SUPP046,21
COMP0049,MOSFET-6155,COMP0067,121,2,Raw Part,Medium,SUPP078,20
COMP0369,IC-5397,COMP0497,174,3,Sub-assembly,Low,SUPP089,23
COMP0300,LED-3503,COMP0058,98,3,Sub-assembly,High,SUPP074,43
COMP0057,Microcontroller-4593,COMP0477,138,2,Raw Part,Low,SUPP022,52
COMP0221,IC-6378,COMP0208,194,3,PCB Assembly,Low,SUPP069,27
COMP0131,Capacitor-8260,COMP0220,132,3,PCB Assembly,High,SUPP060,25
COMP0031,Transistor-2307,COMP0257,135,4,Sub-assembly,Medium,SUPP004,33
COMP0384,Connector-4937,COMP0421,169,2,Raw Part,High,SUPP073,8
COMP0293,Transistor-8206,ROOT,75,1,Raw Part,Medium,SUPP011,28
COMP0154,MOSFET-2113,ROOT,104,1,Raw Part,Low,SUPP068,50
COMP0458,Transistor-9199,COMP0104,101,4,Raw Part,Low,SUPP017,13
COMP0403,LED-8933,COMP0118,72,2,Raw Part,Medium,SUPP035,29
COMP0484,IC-9431,COMP0259,41,4,Sub-assembly,Medium,SUPP068,27
COMP0164,IC-3144,COMP0096,38,2,PCB Assembly,High,SUPP009,11
COMP0103,Capacitor-6539,COMP0252,176,3,Module,High,SUPP002,23
COMP0463,MOSFET-5102,COMP0450,54,2,PCB Assembly,High,SUPP003,2
COMP0281,Capacitor-8478,COMP0128,75,3,PCB Assembly,Low,SUPP059,16
COMP0304,Sensor-8633,COMP0003,1,2,Raw Part,Medium,SUPP100,37
COMP0047,IC-5386,COMP0061,104,2,PCB Assembly,High,SUPP012,25
COMP0291,Sensor-8939,COMP0322,39,4,PCB Assembly,High,SUPP064,13
COMP0479,Transistor-7561,COMP0426,149,3,PCB Assembly,Low,SUPP074,47
COMP0236,LED-8144,COMP0317,12,3,Raw Part,Medium,SUPP094,22
COMP0154,MOSFET-2113,COMP0432,22,3,Module,Low,SUPP071,28
COMP0246,Microcontroller-7592,COMP0199,63,4,Sub-assembly,High,SUPP077,38
COMP0264,Capacitor-4848,COMP0113,64,2,Raw Part,Low,SUPP093,16
COMP0488,Sensor-6927,COMP0476,25,3,Raw Part,High,SUPP012,43
COMP0310,Microcontroller-5892,COMP0190,178,3,Sub-assembly,Medium,SUPP098,37
COMP0493,Inductor-5719,COMP0077,5,4,Sub-assembly,Medium,SUPP086,1
COMP0036,Microcontroller-4432,COMP0166,196,3,Sub-assembly,Medium,SUPP004,29
COMP0165,Crystal-5915,COMP0295,156,3,Raw Part,Medium,SUPP091,18
COMP0442,Transistor-1534,COMP0227,38,3,PCB Assembly,High,SUPP071,9
COMP0137,Connector-4502,COMP0370,5,4,PCB Assembly,Low,SUPP070,6
COMP0353,Crystal-2983,COMP0472,36,3,PCB Assembly,Medium,SUPP077,50
COMP0148,Resistor-1821,COMP0077,101,4,Sub-assembly,Medium,SUPP065,5
COMP0255,Transistor-4443,COMP0167,35,2,Raw Part,Low,SUPP046,41
COMP0498,Transistor-1224,COMP0160,41,2,Cable Assembly,Medium,SUPP059,2
COMP0005,Crystal-9935,COMP0082,159,2,Sub-assembly,Low,SUPP018,36
COMP0360,Connector-2729,COMP0282,30,3,PCB Assembly,Low,SUPP081,12
COMP0403,LED-8933,COMP0168,89,3,Raw Part,Medium,SUPP051,8
COMP0453,Inductor-6039,ROOT,119,1,Raw Part,Medium,SUPP034,28
COMP0210,Resistor-3938,ROOT,22,1,Sub-assembly,Medium,SUPP019,30
COMP0045,Resistor-4752,ROOT,186,1,Module,Low,SUPP026,9
COMP0291,Sensor-8939,COMP0474,161,3,Raw Part,Medium,SUPP017,2
COMP0336,Diode-2124,COMP0485,137,4,PCB Assembly,High,SUPP095,28
COMP0223,Transistor-6753,COMP0115,198,4,Module,Low,SUPP097,17
COMP0160,IC-9565,COMP0024,79,3,PCB Assembly,Low,SUPP057,27
COMP0113,Diode-9834,COMP0154,99,4,PCB Assembly,High,SUPP080,6
COMP0171,Transistor-3170,COMP0188,128,2,PCB Assembly,Low,SUPP027,47
COMP0159,MOSFET-2343,COMP0077,67,3,Sub-assembly,Medium,SUPP054,6
COMP0252,MOSFET-5930,COMP0274,44,4,Sub-assembly,Medium,SUPP013,48
COMP0348,Capacitor-1420,COMP0235,172,2,Cable Assembly,Medium,SUPP001,33
