Supplier ID,Supplier Name,Location,Component ID,Cost per Component ($),Available Quantity,Lead Time (Weeks),Reliability Score (0-1),Past Performance Rating (1-5),Alternate Supplier ID
SUPP017,TE Connectivity,"Austin, USA",COMP0285,412.11,86001,51,0.57,2.0,SUPP068
SUPP060,Tektronix Supply,"Zurich, Switzerland",COMP0402,100.36,209840,43,0.63,1.7,SUPP050
SUPP076,Sprague Goodman,"Shanghai, China",COMP0435,79.2,367019,3,0.7,3.6,SUPP081
SUPP076,Sprague Goodman,"Shanghai, China",COMP0458,186.98,362373,48,0.78,1.2,SUPP093
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0209,121.52,451130,7,0.62,2.8,SUPP016
SUPP086,MediaTek,"Seoul, South Korea",COMP0365,85.97,206792,7,0.93,4.8,SUPP081
SUPP095,GaN Systems,"San Jose, USA",COMP0343,145.14,287693,20,0.76,4.4,SUPP090
SUPP026,Lattice Semiconductor,Singapore,COMP0477,685.06,104677,12,0.91,2.7,SUPP060
SUPP016,Molex,"Shanghai, China",COMP0168,276.52,291636,41,0.57,4.0,SUPP056
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0179,591.78,452170,2,0.64,2.1,SUPP094
SUPP031,Rubycon,"Zurich, Switzerland",COMP0387,25.68,246203,27,0.68,2.5,SUPP041
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0180,103.8,188887,5,0.94,4.3,SUPP045
SUPP090,Vishay Dale,"Seoul, South Korea",COMP0010,149.65,93045,37,0.81,2.8,SUPP040
SUPP004,Yageo Corporation,"Munich, Germany",COMP0096,349.02,102056,46,0.84,1.7,SUPP069
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0290,63.06,327609,9,0.76,1.2,SUPP083
SUPP080,Bourns Inductors,"Shanghai, China",COMP0012,527.81,138300,41,0.75,4.3,SUPP096
SUPP097,Power Integrations,"Shenzhen, China",COMP0038,391.1,119658,24,0.66,3.3,SUPP005
SUPP018,Amphenol,"London, UK",COMP0101,149.96,259162,6,0.8,4.1,SUPP082
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0497,7.69,486659,51,0.88,3.5,SUPP054
SUPP081,Eaton Electronics,"Bangalore, India",COMP0382,569.57,264731,28,0.61,3.9,SUPP007
SUPP070,Susumu,"Munich, Germany",COMP0300,400.04,346757,23,0.67,1.7,SUPP009
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0075,272.45,232158,3,0.53,1.8,SUPP094
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0106,116.01,489688,40,0.68,4.7,SUPP001
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0203,295.58,255377,10,0.81,3.4,SUPP085
SUPP100,Entegris,"Tokyo, Japan",COMP0309,542.71,456794,29,0.93,3.0,SUPP038
SUPP016,Molex,"Shanghai, China",COMP0304,723.11,74211,14,0.53,4.1,SUPP041
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0040,445.47,265909,13,0.62,3.8,SUPP020
SUPP095,GaN Systems,"San Jose, USA",COMP0256,301.37,85953,7,0.54,2.9,SUPP009
SUPP037,Abracon,"Chennai, India",COMP0160,231.39,82530,15,0.53,2.2,SUPP090
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0191,473.17,498509,20,0.69,3.5,SUPP083
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0468,678.76,232342,31,0.9,1.9,SUPP099
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0080,296.05,116077,42,0.53,2.4,SUPP100
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0217,641.66,194172,9,0.87,3.5,SUPP091
SUPP086,MediaTek,"Seoul, South Korea",COMP0341,24.27,376490,40,0.73,1.6,SUPP060
SUPP097,Power Integrations,"Shenzhen, China",COMP0190,75.33,127141,28,0.82,1.5,SUPP010
SUPP078,Coilcraft Magnetics,"Bangalore, India",COMP0495,267.1,20339,42,0.54,1.9,SUPP055
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0090,367.44,276260,17,0.95,1.3,SUPP023
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0169,221.97,325478,51,0.94,4.8,SUPP088
SUPP015,Analog Devices,"Munich, Germany",COMP0211,100.49,63458,41,0.91,3.2,SUPP044
SUPP047,Sensata Technologies,"Shanghai, China",COMP0051,107.69,458225,18,0.58,3.2,SUPP017
SUPP073,Stackpole Electronics,Singapore,COMP0166,168.25,414316,16,0.92,3.3,SUPP004
SUPP076,Sprague Goodman,"Shanghai, China",COMP0143,433.37,397374,2,0.71,3.8,SUPP066
SUPP057,Harting,"Tokyo, Japan",COMP0391,67.64,54104,23,0.88,4.8,SUPP044
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0094,662.24,410670,17,0.86,3.3,SUPP030
SUPP043,Cree LED,"Bangalore, India",COMP0222,226.77,354131,1,0.55,4.6,SUPP051
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0187,87.55,106244,4,0.91,3.7,SUPP057
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0060,184.1,181515,42,0.82,4.4,SUPP079
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0065,80.25,440883,36,0.6,2.9,SUPP043
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0176,560.24,240257,49,0.64,2.8,SUPP016
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0446,170.64,277860,40,0.83,1.0,SUPP057
SUPP053,WAGO,"Shanghai, China",COMP0424,181.16,97840,35,0.87,4.8,SUPP017
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0297,187.22,310744,3,0.8,3.7,SUPP035
SUPP041,Macronix International,"Shanghai, China",COMP0400,16.01,130469,49,0.62,3.9,SUPP001
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0126,538.16,318083,30,0.55,2.4,SUPP026
SUPP064,Microsemi,"Taipei, Taiwan",COMP0177,153.03,51702,4,0.67,3.7,SUPP056
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0091,51.71,1882,40,0.86,4.4,SUPP090
SUPP019,Hirose Electric,"Milan, Italy",COMP0317,18.62,133952,31,0.74,2.4,SUPP062
SUPP054,Dinkle,"Shanghai, China",COMP0455,225.29,111900,19,0.99,4.6,SUPP078
SUPP019,Hirose Electric,"Milan, Italy",COMP0154,290.17,180381,23,0.8,4.5,SUPP020
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0489,301.32,184493,52,0.72,3.8,SUPP011
SUPP017,TE Connectivity,"Austin, USA",COMP0373,663.94,429242,12,0.6,1.3,SUPP060
SUPP038,Epson Timing,"Bangalore, India",COMP0027,451.53,271216,49,0.79,4.4,SUPP046
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0317,325.42,182324,2,0.78,3.0,SUPP059
SUPP047,Sensata Technologies,"Shanghai, China",COMP0416,159.22,379700,44,0.8,1.2,SUPP052
SUPP008,Texas Instruments,Singapore,COMP0438,138.66,183599,38,0.72,3.0,SUPP061
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0473,682.17,168447,6,0.99,2.1,SUPP007
SUPP079,Sumida,"Stockholm, Sweden",COMP0328,287.01,324841,27,0.93,3.3,SUPP032
SUPP044,Lumileds,"Austin, USA",COMP0426,304.56,7844,2,0.59,3.3,SUPP047
SUPP028,Semtech,"Penang, Malaysia",COMP0168,268.01,88189,44,0.54,5.0,SUPP045
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0010,235.45,77013,36,0.75,3.6,SUPP018
SUPP100,Entegris,"Tokyo, Japan",COMP0124,59.14,376400,23,0.85,2.5,SUPP060
SUPP077,BC Components,"Seoul, South Korea",COMP0144,284.05,90172,38,0.86,1.2,SUPP066
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0003,730.4,53932,34,0.85,4.4,SUPP047
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0050,167.77,126053,51,0.53,4.4,SUPP056
SUPP039,ISSI,"Stockholm, Sweden",COMP0229,28.49,74830,44,0.82,1.2,SUPP075
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0330,537.29,93712,30,0.55,1.5,SUPP055
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0248,404.15,82827,10,0.66,4.3,SUPP099
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0117,84.84,315077,50,0.96,2.7,SUPP092
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0166,268.81,50298,15,0.69,2.7,SUPP022
SUPP022,Bourns,Singapore,COMP0449,142.44,122146,3,0.58,3.9,SUPP087
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0214,184.2,471608,43,0.62,3.0,SUPP026
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0445,107.23,70876,47,0.98,3.3,SUPP027
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0217,530.33,183756,52,0.85,4.2,SUPP070
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0404,527.06,214255,3,0.96,2.1,SUPP034
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0229,68.71,156502,26,0.92,1.0,SUPP028
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0141,269.85,76528,36,0.62,3.3,SUPP084
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0492,175.11,271771,18,1.0,4.4,SUPP053
SUPP031,Rubycon,"Zurich, Switzerland",COMP0071,139.3,210760,12,0.88,4.0,SUPP056
SUPP100,Entegris,"Tokyo, Japan",COMP0030,244.48,288530,10,0.77,1.9,SUPP093
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0123,189.6,311963,30,0.57,3.7,SUPP050
SUPP068,Mini-Circuits,"Munich, Germany",COMP0295,662.27,331566,38,0.79,3.1,SUPP013
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0226,433.27,28234,27,0.53,3.0,SUPP043
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0206,189.32,18217,10,0.94,1.0,SUPP081
SUPP064,Microsemi,"Taipei, Taiwan",COMP0192,502.05,104444,18,0.7,1.8,SUPP011
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0140,675.56,334228,1,0.84,1.9,SUPP014
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0180,272.25,367425,44,0.7,3.9,SUPP046
SUPP043,Cree LED,"Bangalore, India",COMP0272,561.56,388162,46,0.5,4.4,SUPP061
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0304,215.52,264928,18,0.64,3.1,SUPP093
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0182,735.61,377123,14,0.69,2.0,SUPP016
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0395,11.19,376237,16,0.84,4.1,SUPP073
SUPP015,Analog Devices,"Munich, Germany",COMP0488,477.18,480612,9,0.79,1.9,SUPP050
SUPP075,Illinois Capacitor,"London, UK",COMP0311,328.76,483139,1,0.66,3.2,SUPP014
SUPP081,Eaton Electronics,"Bangalore, India",COMP0448,306.03,158735,18,0.67,2.4,SUPP075
SUPP017,TE Connectivity,"Austin, USA",COMP0261,692.03,275945,50,0.81,1.2,SUPP058
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0203,120.56,17130,40,0.87,3.1,SUPP006
SUPP033,Bel Fuse,"Munich, Germany",COMP0302,108.36,283900,46,0.88,4.8,SUPP034
SUPP054,Dinkle,"Shanghai, China",COMP0084,218.38,416949,49,0.64,1.1,SUPP025
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0034,150.46,159271,6,0.98,4.0,SUPP003
SUPP028,Semtech,"Penang, Malaysia",COMP0012,230.36,409924,25,0.66,2.9,SUPP033
SUPP033,Bel Fuse,"Munich, Germany",COMP0220,192.36,233312,51,0.77,1.9,SUPP049
SUPP043,Cree LED,"Bangalore, India",COMP0352,11.79,491228,15,0.94,1.7,SUPP069
SUPP081,Eaton Electronics,"Bangalore, India",COMP0409,601.49,157647,35,0.8,3.9,SUPP020
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0104,399.28,250883,18,0.88,4.0,SUPP046
SUPP031,Rubycon,"Zurich, Switzerland",COMP0498,332.1,210714,6,0.72,3.9,SUPP076
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0066,353.83,226837,41,0.77,1.5,SUPP081
SUPP051,Phoenix Contact,"Bangalore, India",COMP0002,741.02,144673,39,0.57,2.6,SUPP059
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0215,62.25,434082,40,0.76,1.4,SUPP044
SUPP041,Macronix International,"Shanghai, China",COMP0244,221.02,44208,40,0.98,3.5,SUPP026
SUPP067,MACOM Technology,"Shenzhen, China",COMP0493,573.22,214008,10,0.67,5.0,SUPP042
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0263,719.82,180242,37,0.66,2.9,SUPP069
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0411,737.73,8513,42,0.77,3.9,SUPP010
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0178,269.94,211377,19,0.7,2.2,SUPP075
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0055,576.27,331615,36,0.62,1.5,SUPP045
SUPP033,Bel Fuse,"Munich, Germany",COMP0059,375.46,61964,1,0.86,2.1,SUPP035
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0406,254.89,499130,44,0.8,3.6,SUPP008
SUPP004,Yageo Corporation,"Munich, Germany",COMP0120,458.5,244980,41,0.94,2.5,SUPP072
SUPP008,Texas Instruments,Singapore,COMP0036,89.09,184620,10,0.79,4.0,SUPP096
SUPP022,Bourns,Singapore,COMP0258,613.68,498881,6,0.65,1.8,SUPP084
SUPP077,BC Components,"Seoul, South Korea",COMP0106,330.96,176129,17,0.8,2.6,SUPP064
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0055,722.55,282484,32,0.8,3.5,SUPP039
SUPP070,Susumu,"Munich, Germany",COMP0014,293.58,476227,2,0.52,3.4,SUPP094
SUPP075,Illinois Capacitor,"London, UK",COMP0041,604.19,365023,36,0.55,3.2,SUPP090
SUPP039,ISSI,"Stockholm, Sweden",COMP0147,150.76,32956,33,0.69,2.1,SUPP056
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0458,293.76,126587,36,0.82,1.4,SUPP005
SUPP031,Rubycon,"Zurich, Switzerland",COMP0064,157.11,320461,17,0.6,1.4,SUPP012
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0043,727.43,364515,8,0.58,2.1,SUPP076
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0422,44.5,247433,2,0.89,4.0,SUPP059
SUPP097,Power Integrations,"Shenzhen, China",COMP0428,481.0,432316,22,0.81,1.3,SUPP058
SUPP099,Cohu Inc,"Bangalore, India",COMP0177,572.88,484271,44,0.65,2.2,SUPP021
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0027,14.05,8218,16,0.96,3.9,SUPP021
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0094,227.56,435166,29,0.83,3.0,SUPP028
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0488,72.61,253675,21,0.88,4.6,SUPP023
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0406,566.05,211222,2,0.57,2.2,SUPP030
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0156,82.0,223807,4,0.86,3.1,SUPP034
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0350,60.82,5717,40,0.71,4.9,SUPP093
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0251,342.46,151317,50,0.93,3.1,SUPP085
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0253,706.72,313145,2,0.95,3.7,SUPP079
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0138,398.29,230459,38,0.85,3.4,SUPP017
SUPP022,Bourns,Singapore,COMP0322,117.66,402172,9,0.58,2.7,SUPP039
SUPP068,Mini-Circuits,"Munich, Germany",COMP0101,626.19,55890,48,0.58,2.9,SUPP013
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0419,703.94,178737,20,0.53,4.6,SUPP077
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0350,706.76,250173,12,0.54,4.5,SUPP069
SUPP085,Espressif Systems,"London, UK",COMP0498,464.66,183833,21,0.85,3.4,SUPP097
SUPP037,Abracon,"Chennai, India",COMP0398,383.05,133338,51,0.75,2.4,SUPP073
SUPP100,Entegris,"Tokyo, Japan",COMP0008,59.36,186428,40,0.66,4.7,SUPP006
SUPP044,Lumileds,"Austin, USA",COMP0459,584.26,6832,20,0.98,1.3,SUPP011
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0003,382.71,476601,45,0.74,3.6,SUPP007
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0272,690.56,210154,19,0.98,2.6,SUPP035
SUPP080,Bourns Inductors,"Shanghai, China",COMP0082,71.9,475377,26,0.84,4.7,SUPP072
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0344,32.64,201000,16,0.95,2.5,SUPP043
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0160,369.44,251340,28,0.63,4.9,SUPP044
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0063,143.38,145322,44,0.88,1.8,SUPP051
SUPP098,Vicor Corporation,"Tokyo, Japan",COMP0098,749.25,174759,18,0.63,4.2,SUPP003
SUPP020,JST,"Munich, Germany",COMP0099,586.02,17895,28,0.84,3.2,SUPP063
SUPP043,Cree LED,"Bangalore, India",COMP0382,163.55,149044,49,0.69,4.9,SUPP096
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0220,142.92,94975,15,0.63,4.8,SUPP065
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0070,158.28,351950,44,0.99,4.7,SUPP009
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0371,181.6,280455,4,0.61,2.3,SUPP079
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0338,702.26,450370,45,0.54,3.8,SUPP038
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0499,18.91,49505,39,0.92,2.4,SUPP022
SUPP086,MediaTek,"Seoul, South Korea",COMP0320,541.02,75771,45,0.65,3.3,SUPP088
SUPP039,ISSI,"Stockholm, Sweden",COMP0490,288.67,155898,5,0.97,2.9,SUPP089
SUPP077,BC Components,"Seoul, South Korea",COMP0055,6.5,370698,34,0.86,3.9,SUPP044
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0462,280.91,130209,22,0.8,3.0,SUPP028
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0379,301.91,216688,46,0.74,4.2,SUPP054
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0492,230.57,288368,51,0.87,2.6,SUPP071
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0280,405.77,421471,7,0.73,2.4,SUPP081
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0177,691.46,92268,14,0.82,2.5,SUPP093
SUPP030,Nichicon,"Zurich, Switzerland",COMP0125,141.93,347407,44,0.66,2.3,SUPP007
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0255,233.83,204953,17,0.94,2.1,SUPP011
SUPP044,Lumileds,"Austin, USA",COMP0361,744.99,322998,38,0.78,1.8,SUPP056
SUPP059,Keysight Components,"Milan, Italy",COMP0197,118.96,468035,51,0.7,1.8,SUPP011
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0436,697.76,320122,46,0.53,2.5,SUPP058
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0118,568.29,186655,20,0.97,3.8,SUPP029
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0073,638.39,47684,16,0.68,1.9,SUPP076
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0094,310.32,428132,12,0.72,4.0,SUPP044
SUPP020,JST,"Munich, Germany",COMP0243,177.78,334990,5,1.0,4.0,SUPP093
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0260,356.7,406719,28,0.87,2.5,SUPP084
SUPP087,Broadcom Limited,"Eindhoven, Netherlands",COMP0003,46.04,486705,27,0.64,2.8,SUPP058
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0197,221.34,244892,34,0.56,1.5,SUPP087
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0417,628.83,229365,18,0.87,1.4,SUPP048
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0051,736.77,364390,1,0.78,3.2,SUPP031
SUPP070,Susumu,"Munich, Germany",COMP0210,114.26,367860,37,0.71,3.5,SUPP077
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0247,413.43,409118,6,0.63,1.0,SUPP031
SUPP020,JST,"Munich, Germany",COMP0260,456.04,389810,28,0.97,4.7,SUPP080
SUPP078,Coilcraft Magnetics,"Bangalore, India",COMP0087,118.66,426991,33,0.99,4.8,SUPP023
SUPP037,Abracon,"Chennai, India",COMP0104,227.01,120254,12,0.66,1.7,SUPP017
SUPP020,JST,"Munich, Germany",COMP0294,609.2,70494,37,0.64,3.1,SUPP010
SUPP015,Analog Devices,"Munich, Germany",COMP0438,594.68,258551,48,0.83,2.1,SUPP035
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0374,648.88,90026,39,0.6,3.4,SUPP096
SUPP017,TE Connectivity,"Austin, USA",COMP0302,48.25,8629,3,0.71,2.1,SUPP068
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0039,264.55,487462,43,0.65,4.0,SUPP063
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0165,45.2,174451,52,0.95,1.0,SUPP049
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0040,589.05,164871,36,0.66,1.7,SUPP035
SUPP017,TE Connectivity,"Austin, USA",COMP0279,90.75,109713,36,0.53,1.3,SUPP071
SUPP087,Broadcom Limited,"Eindhoven, Netherlands",COMP0429,191.64,214376,31,0.94,3.6,SUPP032
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0012,251.14,164446,31,0.62,1.6,SUPP095
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0372,654.76,420776,49,0.86,2.1,SUPP047
SUPP008,Texas Instruments,Singapore,COMP0288,285.15,477083,52,0.8,1.4,SUPP018
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0272,246.94,171539,47,0.7,1.3,SUPP014
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0381,422.47,32189,39,0.61,4.8,SUPP087
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0404,321.67,6945,48,0.65,3.4,SUPP051
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0053,742.17,315263,29,0.58,3.0,SUPP076
SUPP073,Stackpole Electronics,Singapore,COMP0490,606.23,279332,51,0.93,1.2,SUPP057
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0307,272.83,98954,35,0.57,2.3,SUPP100
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0088,213.38,30354,19,0.74,1.6,SUPP089
SUPP016,Molex,"Shanghai, China",COMP0341,718.57,269604,10,0.77,2.6,SUPP065
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0047,43.79,489003,44,0.57,3.3,SUPP024
SUPP097,Power Integrations,"Shenzhen, China",COMP0099,400.8,130241,23,0.69,1.6,SUPP036
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0257,188.51,77303,13,0.53,4.9,SUPP024
SUPP016,Molex,"Shanghai, China",COMP0288,666.71,289316,12,0.95,3.9,SUPP034
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0189,365.95,391140,31,0.67,4.9,SUPP004
SUPP017,TE Connectivity,"Austin, USA",COMP0411,92.94,339724,7,0.99,3.5,SUPP083
SUPP004,Yageo Corporation,"Munich, Germany",COMP0481,251.55,326728,12,0.94,3.9,SUPP063
SUPP057,Harting,"Tokyo, Japan",COMP0135,284.28,375778,24,0.63,3.9,SUPP063
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0428,485.28,149584,51,0.9,4.9,SUPP076
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0168,0.61,333033,26,0.73,4.4,SUPP070
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0045,218.66,133123,14,0.72,3.6,SUPP001
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0031,45.24,466130,31,0.72,1.2,SUPP012
SUPP008,Texas Instruments,Singapore,COMP0065,444.54,215675,26,0.77,4.6,SUPP088
SUPP073,Stackpole Electronics,Singapore,COMP0497,218.31,40823,37,0.62,3.7,SUPP008
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0041,338.47,363222,1,0.66,2.1,SUPP044
SUPP015,Analog Devices,"Munich, Germany",COMP0058,366.82,114203,30,0.82,1.7,SUPP056
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0051,286.15,290058,4,0.64,1.0,SUPP078
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0049,522.29,57117,10,0.79,2.4,SUPP042
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0298,578.23,308067,4,0.93,3.1,SUPP018
SUPP081,Eaton Electronics,"Bangalore, India",COMP0391,243.78,112798,2,0.81,3.4,SUPP022
SUPP099,Cohu Inc,"Bangalore, India",COMP0415,475.33,136201,21,0.94,4.9,SUPP026
SUPP098,Vicor Corporation,"Tokyo, Japan",COMP0356,481.61,474353,9,0.79,3.1,SUPP001
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0399,716.02,30803,52,0.88,3.8,SUPP095
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0322,145.71,65954,39,0.68,3.3,SUPP041
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0078,11.21,255365,39,0.52,2.3,SUPP022
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0267,412.87,281067,33,0.74,2.8,SUPP028
SUPP051,Phoenix Contact,"Bangalore, India",COMP0396,285.64,228135,42,0.77,2.3,SUPP002
SUPP097,Power Integrations,"Shenzhen, China",COMP0071,76.51,277718,1,0.88,3.5,SUPP014
SUPP030,Nichicon,"Zurich, Switzerland",COMP0347,392.93,300161,6,0.65,3.8,SUPP073
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0472,707.88,245934,38,0.88,2.8,SUPP029
SUPP059,Keysight Components,"Milan, Italy",COMP0075,85.65,110433,10,0.57,2.8,SUPP093
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0447,683.65,442337,39,0.61,3.6,SUPP062
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0160,89.38,275430,29,0.76,2.4,SUPP039
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0433,582.08,172548,17,0.51,2.9,SUPP097
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0452,480.73,349291,37,0.97,4.2,SUPP089
SUPP017,TE Connectivity,"Austin, USA",COMP0215,194.51,294211,21,0.6,4.8,SUPP085
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0161,723.01,385038,35,0.9,2.2,SUPP083
SUPP003,Vishay Intertechnology,"Taipei, Taiwan",COMP0031,201.87,128414,29,0.54,4.0,SUPP092
SUPP030,Nichicon,"Zurich, Switzerland",COMP0058,414.2,266672,43,0.77,4.2,SUPP073
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0329,424.96,280463,19,0.98,1.2,SUPP055
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0195,598.78,412882,13,0.97,3.4,SUPP001
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0466,260.71,216309,6,0.84,1.9,SUPP052
